Ensembl_ID	TCGA-L5-A4OI-01A	TCGA-L7-A6VZ-01A	TCGA-JY-A93D-01A	TCGA-VR-A8EX-01A	TCGA-L5-A8NF-01A	TCGA-L5-A8NH-01A	TCGA-L5-A4OT-01A	TCGA-2H-A9GO-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EZ-01A	TCGA-LN-A5U5-01A	TCGA-L5-A4OO-01A
KPTN	1.406280024	2.151403186	1.714477419	2.47910302	1.401996433	2.653911496	1.606850023	1.967028217	2.168065323	1.972672615	2.476572062	2.310535179
KRAS	4.28668605	8.575722772	6.499219685	3.455097135	4.239486253	4.083915441	6.803195317	4.661195119	3.637113039	2.85380605	3.996011258	3.649917756
KRBA1	1.988443068	0.189960514	1.627198421	2.103921233	0.862210075	0.329896885	0.661041904	0.231733932	2.163185346	2.516692032	1.698222665	1.526774325
KRBOX4	1.425485906	1.378797442	1.772075466	1.076560375	1.918259627	1.533076981	1.62629132	2.208790614	0.965343608	1.830559656	1.644590646	1.916850717
KRCC1	3.47982594	2.835328031	3.564808914	3.573075737	4.062797249	2.440981491	2.687732016	3.986747585	3.101670513	3.125123979	4.183138503	3.639563833
KREMEN2	1.219534327	0.325995841	0.235203193	2.481517711	1.119345984	0.346891852	0.880641719	1.057124043	2.122660249	1.121524346	1.665597792	0.715254729
KRI1	3.159988883	3.538007725	2.766271085	3.433344736	2.47085542	3.157486928	2.699723511	3.496627757	2.983173475	3.576952186	2.997261623	2.82102619
KRIT1	2.889358714	3.200858165	3.121375291	2.984530495	4.788652741	4.735423922	3.097095955	4.014208336	3.204274884	2.72656038	3.054615783	2.861690844
KRR1	2.050382013	2.027718414	2.090426185	2.032170817	2.167633065	2.019976586	2.356983737	2.183558471	1.49722739	1.813908433	2.746642917	2.249381609
KRT10	3.650918521	2.899943066	3.848863007	7.250843933	4.118955023	4.313255199	3.928126783	4.52994736	4.575191954	5.125653288	5.940868531	4.238617751
KRT15	1.302829892	1.882654346	0.468053396	7.814854197	0.959438943	2.270472416	0.481537514	0.188880769	4.477503135	5.418102523	4.531895898	2.669711825
KRT16	0.320993958	1.99480182	0.023612367	9.976967397	0.884266451	2.718196781	0.44878863	0.162086174	9.941209337	4.917659194	5.409629154	4.727636809
KRT17	3.429645786	6.983251253	1.044383146	10.60816176	3.584563002	8.105577088	2.110124937	0.586031509	11.17165338	10.18652987	10.8515865	8.079258273
KRT18	8.751845678	8.347843703	6.505036931	6.020876314	7.090129192	7.407420356	6.88204649	7.415372046	4.401247262	6.935575047	8.304594492	6.346698126
KRT19	9.158423105	9.12738148	6.527777935	10.21370939	8.19184217	8.875016464	5.697282736	6.45895525	6.014332647	9.091791201	9.087384259	9.417313023
KRT23	0.686712157	0.492886291	0.748648801	2.530973573	0.23776447	0.379269518	1.033063304	0.149937094	2.24615388	0.051313533	3.687401327	3.085722464
KRT5	1.342150124	3.217953639	0.075768271	11.27015458	0.009169143	1.814784164	1.782250613	0.146607878	11.34728799	10.61778936	10.47075773	3.039318543
KRT7	4.914812434	7.741678429	3.260730123	6.23706708	4.317655292	3.837937713	3.900412577	1.542279578	0.469708152	0.818639087	6.563051422	6.337010504
KRT8	9.595777559	8.939804886	7.110781544	7.554318617	7.590044688	8.471789393	6.763679289	7.245380733	1.008808342	7.7900122	9.016621156	7.472280796
KRT80	1.22156496	3.404350305	4.216083146	4.532380993	1.185159802	2.178740984	3.031422055	1.731975979	5.643125061	1.478966579	2.773730986	3.844544801
KRT86	0.209053043	0.36811933	0.459763604	0.627889064	0.662627247	0.156465383	0.984506581	0.345327555	0.270592273	0.541386682	1.261342937	0.551355054
KRTCAP2	3.365569725	3.030030766	2.353251152	2.826663558	3.202784511	3.055049858	2.443713131	3.636108498	2.486788599	3.471557241	3.065075271	2.958344528
KRTCAP3	4.682291726	4.639077825	3.697539292	3.633572751	3.939756303	4.716240276	3.25761671	4.948096667	3.434173588	4.948715812	4.740211961	2.845604037
KSR1	2.097337844	1.118549585	2.0300672	2.801202719	1.742609588	1.854033538	2.245393088	1.408178958	1.069387002	1.335479591	3.04727833	2.210948357
KSR2	0.135505636	0.712633012	0.081400791	0.18996635	0.220689861	0.063464495	0.157287793	0.186936947	0.018824773	0.208889426	0.027299368	0.384300524
KTI12	2.105928876	2.142559948	2.097720759	2.872997397	2.153338085	2.434901895	2.23610402	2.103184202	2.420456217	2.076720234	2.566190529	2.574851999
KTN1	3.804577672	3.990086743	3.782584828	3.504955574	3.635418533	3.801815628	4.276098549	3.612546155	4.200170646	4.415150771	4.841837495	3.963686012
KXD1	3.599643521	3.755602735	3.486754688	3.963826438	3.518724576	3.817525325	3.583876359	3.375890366	4.11290002	4.558293566	4.550865315	3.391030681
KYNU	0.072643027	0.524115603	0.530064673	1.436156796	0.617376593	1.529126038	0.754588608	0.381817246	3.178275734	0.171361025	4.400032685	0.758961681
L1CAM	0.064766926	0.718782383	1.24041136	0.343333034	0.483511865	0.835305065	0.281094147	0.180413055	1.065801009	0.877302238	0.728937288	1.079635158
L2HGDH	1.29754288	1.902760419	1.381279916	1.818720078	1.83424092	1.935486142	1.885263495	1.496948214	1.017606856	2.242106253	2.047950345	1.384590643
L3HYPDH	1.176245055	1.152551527	1.600251255	1.226622333	1.452934514	1.859567627	1.706467372	1.880033374	2.51695668	2.65798212	2.775062186	1.927024528
L3MBTL1	0.662082524	1.117243852	1.5145012	0.459851034	1.688283128	0.13039661	0.865175766	1.148224316	0.70622302	0.78434264	0.797272839	1.569780753
L3MBTL2	2.803817316	2.212572493	2.527880994	2.984429249	2.538636243	2.808127633	2.097869582	2.532648667	2.788604867	2.902384362	2.563233255	3.018122313
L3MBTL3	1.174421016	1.610894352	2.429729828	0.871679322	1.017861119	1.729484985	1.682196515	2.20114538	1.563349624	1.061164479	1.907279331	2.307201284
L3MBTL4	0.029123855	0.017907833	0.433653281	0.948196988	0.420796768	0.102472506	0.23988076	0.023282577	1.25924445	0.873208089	2.046694072	0.264894731
LACC1	2.782850644	1.712401259	2.458651272	1.286023157	2.650887236	2.025440366	2.327292265	1.332651501	1.823989257	2.407094608	2.366938858	2.291087301
LACTB	2.133372866	2.609473966	2.70446519	2.078177255	1.872938322	2.303187729	2.996254533	2.584871843	2.297225245	1.733201675	2.063473348	2.810383016
LACTB2	3.693230898	5.300077824	3.719789067	2.258218962	3.614120637	3.908930544	3.609312663	5.112507456	3.262937751	3.394490559	3.950342747	4.522657633
LAD1	6.660694143	6.607152746	5.501251468	7.733245153	5.998041746	6.896127051	5.170731809	5.68468448	7.427758371	6.300797319	5.829469205	6.321075107
LAG3	0.80639902	0.590729407	1.48068603	1.369670599	0.296709677	1.40263602	1.120031995	0.34441369	1.340926446	1.848092452	1.796985078	2.609954734
LAGE3	3.148464478	4.232358642	3.050927429	4.033870583	4.053115023	3.729926009	3.538515429	4.713142382	4.803318419	5.683873456	3.53770917	3.911852378
LAIR1	0.657307266	0.829709007	3.086768902	0.681945564	0.676653988	1.503265802	2.051740736	0.429879556	1.757692421	1.26470747	1.365000007	2.493640265
LAMA1	0.486298965	0.009007652	0.244168649	0.127672827	0.069202973	0.184794619	0.303571352	0.158904754	0.410157812	0.179388117	1.790640059	0.133838044
LAMA2	0.802780655	0.474623487	4.399238458	0.558181926	0.895881354	0.882418113	3.737449683	0.284605249	0.735669334	0.951789011	0.862779042	2.379133594
LAMA3	4.697675758	4.729941423	3.728858498	3.923183241	5.225158519	4.03422349	2.589013035	1.545315002	5.104813426	1.698975838	4.596861357	4.387808852
LAMA4	1.877332442	2.837777776	4.699455144	0.658105092	2.924782979	2.993584732	4.658876788	2.171365998	2.385526712	2.730844766	1.966454399	3.560859354
LAMA5	3.8966666	4.921302664	4.493649624	5.262867932	5.519551997	5.157614843	5.0348019	4.642532241	3.666731472	3.61301638	4.471481362	5.301929593
LAMB1	3.512486045	3.894124224	5.572570393	2.140114962	3.720987759	4.341231491	5.922347652	4.91482892	3.421486772	3.923948263	4.305153784	4.414369025
LAMB2	4.898986208	4.924486464	5.706328595	3.835879608	4.768649948	4.534808001	4.918980122	3.287202162	2.848140374	3.690839129	3.516371443	5.386748947
LAMB3	7.090215281	6.92982054	5.662956814	7.523556288	6.063859639	7.129995409	6.213705569	5.024274068	7.631569982	5.099713732	7.701244575	5.34770846
LAMB4	0.003333549	0.018056642	0.046821496	0.765822891	0.011210404	0.032943429	0.052848026	0.105009249	0.010937687	0.013441305	0.042982575	0.032367851
LAMC1	3.061530091	4.253832402	6.302591745	4.664269539	4.373719475	5.089894333	6.2585013	3.86530146	4.82225152	3.873295671	4.993904546	4.784298194
LAMC2	6.419144667	5.852672757	5.111247907	6.049811439	3.430894071	5.5835966	5.551978867	3.106043194	8.076287498	2.577324531	5.708966611	6.157250552
LAMC3	0.867876248	0.963314977	1.297170124	0.471747614	0.821746787	1.98475778	2.702311985	0.344508212	0.480775819	0.909678217	1.113439322	0.843948099
LAMP1	6.624244855	5.027841306	5.771670876	6.13427588	6.114988874	5.745118281	5.743256904	5.14063926	5.444988454	5.410389156	6.060674332	5.910288413
LAMP2	4.613983774	4.589181012	5.36477023	5.732433149	4.906253084	4.738775823	5.274443102	5.32276272	5.271000231	5.597683819	5.17763933	5.107335979
LAMP3	1.832049083	2.335288306	3.66936157	2.86890268	2.093032903	2.151543477	1.793318849	2.36947395	4.508051238	4.054805528	4.825073853	3.14394486
LAMP5	0.212835412	0.203458621	1.572110586	0.122728203	0.155631335	0.370742061	1.040961318	0.024736764	1.156356494	0.688004125	0.688141957	0.846038519
LAMTOR1	4.661982272	4.469916552	4.544228444	4.450617886	6.23708755	5.427327047	4.266259829	4.42003126	6.238533008	5.785535364	5.110314959	4.541147081
LAMTOR2	4.496977823	4.160522693	3.937700945	4.224194368	3.923838863	4.042831611	3.823891481	4.8302405	3.784726009	4.224364605	4.39331262	3.768545652
LAMTOR3	4.042084531	2.913956936	3.62595617	3.298402909	3.136906167	2.807294016	3.66264849	2.797551856	3.822987436	3.061850647	3.090221861	3.641575355
LAMTOR4	4.356941419	4.823882234	4.080076125	4.984259466	5.967751515	3.831686291	4.870496525	5.435712213	4.275586893	5.694717027	4.445211826	4.343686933
LAMTOR5	5.307096743	4.510049608	4.360953364	4.862217945	4.749128023	4.621187676	4.677995084	5.746865846	4.926632497	6.118810898	5.330012608	4.67217429
LANCL1	3.626007984	4.26410399	3.776280506	3.785469693	3.891295643	4.346330015	3.522656646	2.888604225	3.378899038	3.669252345	4.000540919	3.806910278
LANCL2	2.445982226	2.483698636	1.604741509	3.554241107	2.387946724	2.912950462	2.25483926	2.726675172	2.23338277	2.837330167	2.511938979	2.262645855
LANCL3	0.175347496	0.471061405	0.197538063	0.438988782	0.203472485	0.284378321	0.151307464	0.121701821	0.090596624	0.218168199	0.053210085	0.198427246
LAP3	4.576491416	4.512931088	5.608944866	4.528777655	4.274212492	4.722748683	4.64457406	4.186980139	4.848731306	4.344207269	5.588186157	5.221936908
LAPTM4A	6.812834726	6.865243143	7.257688413	6.87551717	6.70635307	6.729777144	6.817938191	6.773539809	6.899242188	7.52829983	7.427333385	6.862691885
LAPTM4B	6.30930273	7.035463936	5.590672746	4.837494693	4.856195145	6.179248948	6.124901114	6.223529386	5.587001591	6.881963997	6.144846677	5.480191162
LAPTM5	3.530950492	3.992930679	6.660750585	4.486769209	3.37312685	4.857018617	5.680422599	2.850585466	5.488969548	4.539102612	5.015049108	5.953539
LARP1	3.540525207	5.294546944	5.018227025	4.812871752	5.335274683	5.150471266	4.908706345	4.901968106	5.420256489	5.396330999	5.410851976	5.546386779
LARP1B	2.79042507	1.992296582	2.160281293	1.756953369	2.783604615	2.335270232	2.058302314	2.542343895	1.090562103	2.064715651	1.560259096	2.228987977
LARP4	3.533817482	3.420660791	3.938161028	2.907698606	3.314395158	3.49278493	4.295054111	3.774290842	3.320874496	3.224948153	4.140619588	2.662574871
LARP4B	3.792643742	3.480817653	3.369363848	3.069222448	3.671933504	3.919338616	3.375878019	3.640257288	3.341516127	2.538611356	2.232276902	2.911361423
LARP6	0.18567111	0.880673518	1.286190265	1.211394101	0.754739124	0.167926472	1.218327457	1.446384177	0.948680896	1.745467462	1.848893039	1.403130453
LARP7	2.785555483	2.725969228	3.431537912	2.975500471	3.148119787	3.310916592	3.103352097	3.643579125	2.926117319	3.327596606	3.293302502	3.804362701
LARS2	2.995666322	3.08992145	2.425500176	2.547946569	2.70446275	2.444892735	2.792153441	2.315892443	2.2768977	2.359794675	2.294689844	2.102525815
LAS1L	2.708813942	2.18943155	2.632941371	2.933701427	2.752922795	3.101892511	2.361218847	3.584784318	3.413918119	3.322705535	2.88797849	2.75702466
LASP1	5.57229861	5.718222924	5.387784551	5.107542585	5.819069475	5.929956152	5.406850701	5.278051729	5.347394924	4.236767746	5.251705388	5.869919278
LAT	0.215620022	0.222869829	0.221501468	0.118957322	0.073828622	0.146560368	0.191332162	0.226585161	0.072070049	0.150170533	0.067494036	0.419244618
LAT2	0.615490733	0.693569851	2.154975047	1.238998475	0.679954478	0.810842782	1.730409217	0.704311377	1.238664462	1.269184688	1.126677205	1.606400024
LATS1	3.459614096	3.346885122	3.507833569	2.47415705	3.336210313	3.400049035	3.297888866	3.0637509	3.322939736	2.709441281	3.611707479	3.075946833
LATS2	2.91974972	2.48439401	4.157655433	1.972858726	3.616343841	3.620459808	4.27753372	2.664773248	2.331208415	1.562859181	2.613397383	3.818661836
LAX1	0.302705062	0.250915594	2.778593568	0.470439085	0.259192464	1.851075619	1.06822646	0.25266553	0.170205978	0.387396362	0.285167173	2.363684859
LAYN	0.337169972	0.731598119	1.770554613	0.597658762	0.728697121	1.093522833	1.469515898	0.62913781	1.413756086	2.108641604	1.306129204	1.688818045
LBH	1.400059451	3.605504077	4.782830639	3.803411062	2.795695475	3.002161444	3.575445363	2.311395714	3.716710868	3.834090429	3.960669779	5.351272615
LBHD1	0.909667632	1.470311531	0.909733468	0.863730399	1.910458673	1.09645072	0.954743853	1.296636827	0.804407284	0.507847278	1.049038707	0.985327804
LBR	6.014069272	5.044101199	4.832860375	3.722362268	4.601154647	5.073517501	4.361553069	4.668823761	2.967670346	5.867148741	4.508514791	3.687006348
LBX2	1.250431134	0.691462125	0.666253936	0.415691313	0.663738803	0.808485181	0.599314395	1.50232144	0.317126563	0.199678841	0.498475129	0.709804675
LCA5	0.392819122	1.587717693	1.715865738	0.744081475	1.451223516	1.118004812	1.794487481	0.924525317	0.56676977	1.071173995	1.879998112	1.397440589
LCA5L	0.516714583	0.261298281	0.409941452	0.132548468	0.502802095	0.27398714	0.246088619	0.976256595	0.167878736	0.369969935	0.591117836	0.631582365
LCAT	1.062257148	0.894051584	1.828471505	2.052995187	1.862931523	1.5191684	1.726210472	1.871542263	1.390746579	1.698935224	1.488901342	2.682696809
LCK	0.845727263	1.994152891	2.629051345	1.882810738	0.863585965	2.43934422	1.995293266	0.686974177	0.898019215	1.256150354	1.173725189	2.651826364
LCLAT1	2.541886796	3.23319194	2.577185243	2.329322779	2.046404348	2.706813823	2.552107749	2.769600468	3.05220825	2.798006193	2.646159909	2.029878013
LCMT1	3.207839516	5.056772641	2.794871438	3.462809881	3.238382199	2.95318178	2.627180865	3.418680603	3.172517308	4.024714883	3.492345017	3.343886835
LCMT2	1.540194459	1.366333713	1.033448067	1.630116992	1.313172851	1.603622167	1.077242204	1.674092547	1.730219583	1.406026762	1.627610821	1.417035567
LCN2	7.982151821	9.215050959	6.825855498	8.961380632	9.652575787	9.467569019	9.927405348	7.932405858	6.664698564	3.11579881	8.521807313	10.73640598
LCOR	3.834828887	3.346165062	3.429852923	2.202605306	4.096956457	3.491655391	3.103624572	2.527144782	2.016671124	2.334723714	2.262882814	2.375853758
LCORL	1.546954667	1.644857814	1.887718215	1.094245275	2.000195916	1.888534747	1.771872132	1.793957345	0.803329291	1.072929254	1.291684184	1.190075338
LCP1	2.398243824	2.828257613	5.70969542	4.216758853	2.381857176	3.76301841	4.362979457	1.776498305	5.117819777	3.082200829	4.08515469	4.463489572
LCP2	0.895576213	1.449225138	3.325453495	1.178864345	1.34447239	2.09174503	2.994379083	1.490697634	2.212183569	1.768865009	1.685895764	2.663703338
LCTL	0.102746216	0.210369568	0.143371244	0.12116891	0.174209717	0.108294857	0.047516254	0.164089439	0.140708235	0.186677057	0.145913935	0.209931133
LDB1	3.913240827	3.656674724	4.429774785	4.779737693	4.414646418	3.995450097	3.984073511	3.539542703	4.11750553	4.660050901	4.00758853	4.716640661
LDB2	0.53351254	1.231768523	2.712418805	0.256709746	1.365932374	1.384703159	1.893617584	1.147908153	0.741126322	1.19737569	0.822609625	1.76290237
LDB3	0.098288368	0.153812974	0.963674472	0.20425342	0.33140402	0.148345728	0.560178079	0.297746818	0.16087866	0.0719722	0.148519725	0.63251431
LDHA	7.030956552	6.9010284	6.250100998	7.530782507	6.628528382	6.936012774	6.553982938	7.254131721	8.613140548	7.738325337	8.493150338	7.106590843
LDHB	2.151887363	7.151387741	6.739473835	6.09389857	4.37094599	5.753998228	6.454889118	6.858764966	6.953873495	7.46868546	7.628252119	5.18901494
LDHD	3.496433607	2.109371936	1.318857561	2.257468559	4.034031805	1.660492327	2.217485228	3.711586479	0.662500506	0.840464712	0.929575959	1.780103921
LDLR	6.465301074	5.531093142	4.758079416	4.701505877	5.754973005	5.89186524	6.058638576	4.331207282	4.816295673	3.895614376	4.498027047	3.780001063
LDLRAD2	0.719874725	0.903688075	1.598564625	0.530267221	1.066253661	0.869736526	1.187002744	0.847694169	0.532003953	0.501196817	0.360116246	1.438275236
LDLRAD3	1.585365112	2.197756153	2.544116789	2.227046002	1.525148289	1.633878336	1.736226774	1.024565964	3.37253156	2.068783022	3.656252865	1.844345751
LDLRAD4	0.706134589	0.650250291	2.485058529	1.268850766	1.223837894	0.892291493	2.187963996	0.213433592	0.37173106	0.846257289	0.573175745	2.497492419
LDLRAP1	3.111274133	3.343158325	2.831265375	3.404823337	3.487270603	3.081896413	2.445657951	3.293221683	3.005682038	2.898495221	3.317315796	3.186218182
LDOC1	1.197094477	1.12679099	3.013992356	4.28532198	1.331058428	1.161318377	2.739219148	1.32695616	1.776565404	3.877308945	1.639132797	3.207482062
LEAP2	0.939451558	0.68780283	0.708397011	0.285261423	0.794024173	0.367657448	1.012710456	0.419783423	0.235859497	0.582053345	0.290601715	1.020410775
LEF1	1.861513754	1.397168799	3.249376566	2.897820834	1.106754072	1.53126793	2.776554729	0.77889735	1.305405246	3.229808714	1.627895306	2.60350638
LEKR1	0.128372223	0.314326374	0.124664571	0.221179834	0.715738578	0.164286712	0.166009117	0.574669494	0.196477083	0.12979304	0.275261217	0.21160348
LEMD2	3.447045782	4.45658961	3.188798526	3.614779891	3.526051988	3.349507289	3.028119192	3.635335466	3.242398498	3.175349644	3.434933327	3.427038311
LEMD3	2.95951629	2.879074972	3.264654001	2.76191894	3.462959097	2.926053605	3.280408048	3.316581557	2.568478934	3.267704737	3.661644229	3.542142657
LENG1	1.479914107	2.576279599	2.23241423	2.422859936	2.307013082	2.270143766	2.31148024	2.929525915	1.950583804	2.359275643	2.099678299	2.347575045
LENG8	4.921086185	4.717318475	5.194729161	4.49563904	5.528478779	4.992896158	4.88777341	4.765519193	3.696186441	3.185083628	3.759020422	5.814562368
LENG9	2.091289171	2.954312886	1.842507634	2.295211814	1.141993361	2.660356798	2.541719834	2.980633181	1.678749731	1.935200687	1.339589564	1.940211213
LEO1	3.630353419	4.125208223	3.351622253	3.58633623	3.638733155	4.150576557	3.528356922	3.641717826	3.04781734	2.802489825	4.011409003	3.158719424
LEPR	0.819764172	1.173824576	2.927312394	0.48569475	2.257685389	0.483337401	1.11280811	0.722619455	0.764285749	0.469548278	1.640372594	1.348537016
LEPROT	3.921014875	4.173596084	4.980624021	3.811669754	4.737675483	4.001756324	4.369578689	4.234726583	4.55717001	3.682042906	4.751614371	4.582349334
LEPROTL1	3.22821545	4.921422342	3.649265039	2.281864596	2.983335483	3.353450505	3.645236155	3.554699684	2.694609975	3.339442391	2.798753755	3.139691625
LETM1	4.203984893	4.293230607	3.018154823	4.298387261	3.693064796	3.698848586	3.134835117	3.503024327	3.152069407	3.438237802	3.783839549	3.487334773
LETM2	0.258748123	0.628155063	0.444367729	0.782933357	0.929115861	0.243054252	0.487961728	0.892797782	0.305434114	0.400636191	0.369509898	0.446266514
LETMD1	2.95336598	3.327998426	3.110977807	2.311712076	3.811759977	3.067249118	2.829033338	3.72191576	2.020074825	3.278799214	3.695239666	2.652195333
LFNG	2.934153982	3.76345582	3.639112973	2.753805199	4.814795757	4.276292504	3.642462241	4.365270145	1.123933932	3.449660903	1.253336406	3.607856108
LGALS1	5.270518059	5.357224445	6.440159637	4.114077172	5.18764746	5.314800352	6.596407075	6.197003004	8.470707137	7.935563	5.045507319	7.588882008
LGALS2	2.897038016	2.066342173	4.508989409	1.602403022	3.472047167	6.164160687	2.951210906	4.8020969	0.674898658	1.614553703	0.929343628	2.414988086
LGALS3	8.933579054	8.02789761	6.656165864	6.809744241	6.467520601	7.545723196	6.863963295	6.690689416	5.144701503	5.1329116	6.617982155	7.028887731
LGALS3BP	7.58730219	8.175622764	8.00795998	7.207312754	7.366912816	7.79259108	7.453202427	6.792617999	8.210673762	8.657021668	8.589361485	8.514119512
LGALS4	7.897070918	8.199172264	6.390019484	0.591933198	6.055058175	7.678152869	5.657336667	6.401254031	0.091674516	0.894585731	1.010429951	7.196470411
LGALS8	3.176303783	3.056783435	3.562583253	2.730601252	2.883985953	3.542124301	3.791251555	2.877517615	2.498759507	3.860366583	4.499675764	2.856219151
LGALS9	3.497446977	4.004390982	4.535038642	3.337268795	3.748686482	5.101029127	3.931379893	2.362578881	3.021130456	3.129450065	3.21148689	4.871386469
